headline,date_time,link,full_text,location,word_count_before,word_count_after,preprocessed_body,page_no,Class,Unnamed: 10
"Israeli forces demolish agricultural shed south of Hebron""",12/1/20 11:39,https://english.wafa.ps/Pages/Details/122196,"
HEBRON, December 1, 2020 (WAFA) – Israeli forces today demolished an agricultural shed in Zif village, southeast of Hebron city, according to a local activist.
Coordinator of the Protection and Steadfastness Committees Fuad al-‘Amour told WAFA that Israeli forces escorted a bulldozer to the Tal Zif archaeological site, in the south Hebron hills, where the heavy machinery tore down an agricultural shed belonging to some Palestinian families in the diaspora, citing the structure’s proximity to a settler-only bypass road as a pretext. 
Meanwhile, Coordinator of the Anti-Wall and Settlement Popular Committees Rate al-Jabour confirmed that Israeli forces stormed Zif village, where they demolished a cave and seized a mobile house.
Israel demolishes Palestinian houses and structures almost on a daily basis as a means to achieve “demographic control” of the occupied territories. 
Israel denies planning permits for Palestinians to build on their own land or to extend existing houses to accommodate natural growth, particularly in Jerusalem and Area C, which constitutes 60 percent of the occupied West Bank and falls under full Israeli military rule, forcing residents to build without obtaining rarely-granted permits to provide shelters for their families.
In contrast, Israel argues that building within existing colonial settlements is necessary to accommodate the “natural growth” of settlers. Therefore, it much more easily gives over 700,000 Jewish Israeli settlers there building permits and provides them with roads, electricity, water and sewage systems that remain inaccessible to many neighboring Palestinians. 
K.F. 
",HEBRON,238,146,"['isra', 'forc', 'today', 'demolish', 'agricultur', 'shed', 'zif', 'villag', 'southeast', 'hebron', 'citi', 'accord', 'local', 'activist', 'coordin', 'protect', 'steadfast', 'committe', 'fuad', 'al-', 'amour', 'told', 'wafa', 'isra', 'forc', 'escort', 'bulldoz', 'tal', 'zif', 'archaeolog', 'site', 'south', 'hebron', 'hill', 'heavi', 'machineri', 'tore', 'agricultur', 'shed', 'belong', 'palestinian', 'famili', 'diaspora', 'cite', 'structur', 'proxim', 'settler-on', 'bypass', 'road', 'pretext', 'meanwhil', 'coordin', 'anti-wal', 'settlement', 'popular', 'committe', 'rate', 'al-jabour', 'confirm', 'isra', 'forc', 'storm', 'zif', 'villag', 'demolish', 'cave', 'seiz', 'mobil', 'hous', 'israel', 'demolish', 'palestinian', 'hous', 'structur', 'daili', 'basi', 'mean', 'achiev', 'demograph', 'control', 'occupi', 'territori', 'israel', 'deni', 'plan', 'permit', 'palestinian', 'build', 'land', 'extend', 'exist', 'hous', 'accommod', 'natur', 'growth', 'particular', 'jerusalem', 'area', 'constitut', 'percent', 'occupi', 'west', 'bank', 'fall', 'isra', 'militari', 'rule', 'forc', 'resid', 'build', 'obtain', 'rarely-gr', 'permit', 'provid', 'shelter', 'famili', 'contrast', 'israel', 'argu', 'build', 'exist', 'coloni', 'settlement', 'necessari', 'accommod', 'natur', 'growth', 'settler', 'therefor', 'easili', 'jewish', 'isra', 'settler', 'build', 'permit', 'provid', 'road', 'electr', 'water', 'sewag', 'remain', 'inaccess', 'mani', 'neighbor', 'palestinian', 'k.f']",122196,1.0,
"Israel notifies to demolish three Palestinian houses under construction in the north of the West Bank.""",11/30/20 14:30,https://english.wafa.ps/Pages/Details/122189,"
 
JENIN, November 30, 2020 (WAFA) – Israeli occupation forces today distributed notices to demolish three Palestinian-owned houses in the town of Yabad, southwest of northern West Bank city Jenin, according to a local official.
Yabad mayor, Amjad Atatra, told WAFA that Israeli forces stormed the town and handed three Palestinian families the demolition notices against their houses that are still in the construction phase under the pretext they were built without a permit.
M.K.
",JENIN,72,42,"['isra', 'occup', 'forc', 'today', 'distribut', 'notic', 'demolish', 'palestinian-own', 'hous', 'town', 'yabad', 'southwest', 'northern', 'west', 'bank', 'citi', 'jenin', 'accord', 'local', 'offici', 'yabad', 'mayor', 'amjad', 'atatra', 'told', 'wafa', 'isra', 'forc', 'storm', 'town', 'hand', 'palestinian', 'famili', 'demolit', 'notic', 'hous', 'construct', 'phase', 'pretext', 'built', 'permit', 'm.k']",122189,1.0,
"Israeli occupation forces demolish two shacks in Qalqilya city in the north of the West Bank""",11/30/20 14:00,https://english.wafa.ps/Pages/Details/122187,"
 
QALQILYA, Monday, November 30, 2020 (WAFA) – Israeli bulldozers today demolished two under-construction shacks in the occupied northern West Bank city of Qalqilya under the pretext that they were built without a permit.
Mohammad Abu al-Sheikh, who monitors settlement activities in Qalqilya, told WAFA that the two shacks were 100-square-meters each, noting that the demolition cost the owners losses of more than $10,000.
Israeli forces last week handed demolition and halt construction notices for greenhouses and commercial structures in the city, which may cause heavy losses for the owners of the targeted structures.
K.T./M.K.
",QALQILYA,91,50,"['isra', 'bulldoz', 'today', 'demolish', 'under-construct', 'shack', 'occupi', 'northern', 'west', 'bank', 'citi', 'qalqilya', 'pretext', 'built', 'permit', 'mohammad', 'abu', 'al-sheikh', 'monitor', 'settlement', 'activ', 'qalqilya', 'told', 'wafa', 'shack', '-square-met', 'note', 'demolit', 'cost', 'owner', 'loss', 'isra', 'forc', 'week', 'hand', 'demolit', 'halt', 'construct', 'notic', 'greenhous', 'commerci', 'structur', 'citi', 'caus', 'heavi', 'loss', 'owner', 'target', 'structur', 'k.t./m.k']",122187,1.0,
"Israeli army demolishes Palestinian-owned house in the south of the West Bank""",11/30/20 13:33,https://english.wafa.ps/Pages/Details/122185,"
BETHLEHEM, Monday, November 30, 2020 (WAFA) – Israeli occupation forces today demolished a Palestinian–owned house in the town of al-Khader, to the south of the occupied West Bank city of Bethlehem, according to local activist Ahmad Salah.
He told WAFA that Israeli forces raided the town and prevented local residents from entering or leaving it before a bulldozer proceeded to tear down a 200-square-meter house under the pretext that it was built without a permit. 
He said that the area where the house was built is the only space left for the town to grow and expand to accommodate its growing population. However, he added, the area has been targeted by the Israeli occupation authorities for its settlement activities.
M.K.
 
",BETHLEHEM,118,62,"['isra', 'occup', 'forc', 'today', 'demolish', 'palestinian–own', 'hous', 'town', 'al-khad', 'south', 'occupi', 'west', 'bank', 'citi', 'bethlehem', 'accord', 'local', 'activist', 'ahmad', 'salah', 'told', 'wafa', 'isra', 'forc', 'raid', 'town', 'prevent', 'local', 'resid', 'enter', 'leav', 'befor', 'bulldoz', 'proceed', 'tear', '-square-met', 'hous', 'pretext', 'built', 'permit', 'area', 'hous', 'built', 'onli', 'space', 'left', 'town', 'grow', 'expand', 'accommod', 'grow', 'popul', 'howev', 'ad', 'area', 'target', 'isra', 'occup', 'author', 'settlement', 'activ', 'm.k']",122185,1.0,
"Israel detains 13 Palestinians in the occupied territories""",11/30/20 12:44,https://english.wafa.ps/Pages/Details/122183,"
RAMALLAH, Monday, November 30, 2020 (WAFA) – Israeli occupation forces detained at least 13 Palestinians from various parts of the occupied territories in early morning raids at their homes, according to the Palestine Prisoner’s Society (PPS).
It said that the Israeli forces detained two Palestinians after ransacking their houses in Eizariya town, east of Jerusalem.
One of the two detainees was identified as a staff member in the Wall and Settlement Resistance Commission of the Palestinian Authority.
Israeli forces conducted a similar raid into Anata town, northeast of the city, resulting in the detention of another person.
PPS said soldiers broke into Semiramis neighborhood, north of Jerusalem, and detained one resident.
In Bethlehem district in the south of the West Bank, Israeli forces raided al-Azzeh and Aida refugee camps, north of the city, where they detained three people, including a former prisoner.
In Ramallah district, Israeli military stormed Qarawat Bani Zeid village, northeast of Ramallah, and detained two men.
In the Jordan Valley, PPS said a raid into Jericho city has resulted in the detention of one Palestinian.
It added that Israeli troops conducted a similar raid in Aqabat Jabr refugee camp, southwest of Jericho city, where they re-arrested a former prisoner.
In the Jenin district in the north of the West Bank, soldiers detained two Palestinians, including a former prisoner, in a raid in Marah neighborhood.
K.F./M.K.
",RAMALLAH,218,128,"['isra', 'occup', 'forc', 'detain', 'palestinian', 'various', 'occupi', 'territori', 'earli', 'morn', 'raid', 'home', 'accord', 'palestin', 'prison', 'societi', 'pps', 'isra', 'forc', 'detain', 'palestinian', 'ransack', 'hous', 'eizariya', 'town', 'east', 'jerusalem', 'detaine', 'identifi', 'staff', 'member', 'wall', 'settlement', 'resist', 'commiss', 'palestinian', 'author', 'isra', 'forc', 'conduct', 'similar', 'raid', 'anata', 'town', 'northeast', 'citi', 'result', 'detent', 'anoth', 'person', 'pps', 'soldier', 'broke', 'semirami', 'neighborhood', 'north', 'jerusalem', 'detain', 'resid', 'bethlehem', 'district', 'south', 'west', 'bank', 'isra', 'forc', 'raid', 'al-azzeh', 'aida', 'refuge', 'camp', 'north', 'citi', 'detain', 'peopl', 'includ', 'prison', 'ramallah', 'district', 'isra', 'militari', 'storm', 'qarawat', 'bani', 'zeid', 'villag', 'northeast', 'ramallah', 'detain', 'men', 'jordan', 'valley', 'pps', 'raid', 'jericho', 'citi', 'result', 'detent', 'palestinian', 'ad', 'isra', 'troop', 'conduct', 'similar', 'raid', 'aqabat', 'jabr', 'refuge', 'camp', 'southwest', 'jericho', 'citi', 're-arrest', 'prison', 'jenin', 'district', 'north', 'west', 'bank', 'soldier', 'detain', 'palestinian', 'includ', 'prison', 'raid', 'marah', 'neighborhood', 'k.f./m.k']",122183,1.0,
"House foundation, well demolished by Israel in the south of the West Bank""",11/30/20 11:56,https://english.wafa.ps/Pages/Details/122182,"
 
HEBRON, Monday, November 30, 2020 (WAFA) – The Israeli occupation authorities today demolished the foundation of a house under construction and a well to the north of the southern West Bank city of Hebron, according to WAFA correspondent.
He said that Israeli forces stormed Jabal al-Jumjuma area, located between Halhoul and Sair towns, north of Hebron, where they destroyed a well built to collect rainwater and demolished the foundations of a house in the early stages of construction under the claim they were built without a permit.
In the previous few months, Israeli settlers stormed the same area, which overlooks the bypass road 60, and raised Israeli flags on it as they shouted slogans calling for seizing the entire area.
The settlers’ intrusions into the site were carried out under the protection of Israeli forces, who frequently set up checkpoints leading to the site and fenced it off with barbed wire as a means to deny Palestinians access to their property at the location.
Meanwhile, Halhoul mayor Hijazi Mireb noted that the Israeli occupation authorities have been supporting settlers’ attempts to seize Jabal al-Jumjuma as a means to further fragment the territorial contiguity of Hebron district.
He said the Halhoul and Sair municipalities have cooperated in preparing a road to the site in order to facilitate access of area farmers to their land and to reclaim it. 
Israel demolishes Palestinian houses and structures almost on a daily basis as a means to achieve demographic and territorial control of the occupied territories.
Israel denies planning permits for Palestinians to build on their own land or to extend existing houses to accommodate natural growth, particularly in Jerusalem and Area C, which constitutes 60 percent of the occupied West Bank and falls under full Israeli military rule, forcing residents to build without obtaining rarely-granted permits to provide shelters for their families.
In contrast, Israel argues that building within existing colonial settlements is necessary to accommodate the “natural growth” of settlers and therefore justifies building thousands of housing units for Jews only in the dozens of illegal settlements in the occupied Palestinian territories.
K.F. /M.K.
",HEBRON,343,191,"['isra', 'occup', 'author', 'today', 'demolish', 'foundat', 'hous', 'construct', 'north', 'southern', 'west', 'bank', 'citi', 'hebron', 'accord', 'wafa', 'correspond', 'isra', 'forc', 'storm', 'jabal', 'al-jumjuma', 'area', 'locat', 'halhoul', 'sair', 'town', 'north', 'hebron', 'destroy', 'built', 'collect', 'rainwat', 'demolish', 'foundat', 'hous', 'earli', 'stage', 'construct', 'claim', 'built', 'permit', 'previous', 'month', 'isra', 'settler', 'storm', 'area', 'overlook', 'bypass', 'road', 'rais', 'isra', 'flag', 'shout', 'slogan', 'seiz', 'entir', 'area', 'settler', 'intrus', 'site', 'carri', 'protect', 'isra', 'forc', 'frequent', 'set', 'checkpoint', 'lead', 'site', 'fenc', 'barb', 'wire', 'mean', 'deni', 'palestinian', 'access', 'properti', 'locat', 'meanwhil', 'halhoul', 'mayor', 'hijazi', 'mireb', 'note', 'isra', 'occup', 'author', 'support', 'settler', 'attempt', 'seiz', 'jabal', 'al-jumjuma', 'mean', 'fragment', 'territori', 'contigu', 'hebron', 'district', 'halhoul', 'sair', 'municip', 'cooper', 'prepar', 'road', 'site', 'order', 'facilit', 'access', 'area', 'farmer', 'land', 'reclaim', 'israel', 'demolish', 'palestinian', 'hous', 'structur', 'daili', 'basi', 'mean', 'achiev', 'demograph', 'territori', 'control', 'occupi', 'territori', 'israel', 'deni', 'plan', 'permit', 'palestinian', 'build', 'land', 'extend', 'exist', 'hous', 'accommod', 'natur', 'growth', 'particular', 'jerusalem', 'area', 'constitut', 'percent', 'occupi', 'west', 'bank', 'fall', 'isra', 'militari', 'rule', 'forc', 'resid', 'build', 'obtain', 'rarely-gr', 'permit', 'provid', 'shelter', 'famili', 'contrast', 'israel', 'argu', 'build', 'exist', 'coloni', 'settlement', 'necessari', 'accommod', 'natur', 'growth', 'settler', 'therefor', 'justifi', 'build', 'thousand', 'hous', 'unit', 'jew', 'onli', 'dozen', 'illeg', 'settlement', 'occupi', 'palestinian', 'territori', 'k.f', '/m.k']",122182,1.0,
"Israel detains five Palestinians during funeral of alleged attacker in East Jerusalem""",11/30/20 11:26,https://english.wafa.ps/Pages/Details/122181,"
JERUSALEM, Monday, November 30, 2020 (WAFA) – Israeli occupation force last night detained five Palestinian youths as they were participating in the funeral in East Jerusalem of an alleged Palestinian attacker.
According to the Wadi Hilweh Information Center, Israeli forces assaulted participants in the funeral of Noor Shuqeir, from Silwan neighborhood in occupied East Jerusalem, whose body Israel agreed to turn over to his family after placing strict conditions for his funeral.
The forces used sound bombs against the youths and prevented them from reaching the cemetery where Shuqeir was being buried before detaining five of them.
The Center added that the soldiers also set up a barrier at the road leading to Lions’ Gate, which leads to the cemetery and prevented people from accessing the area.
Israeli authorities only allowed up to 20 people of Shuqeir’s family to attend his funeral after confiscating their phones.
Shuqeir, 36, was shot dead on Wednesday at a checkpoint east of Jerusalem after soldiers claimed he attempted to carry out a car-ramming attack, which his family and lawyer say was not true since Israel would not normally release the body of Palestinians killed in attacks.
K.T./M.K.
",JERUSALEM,187,103,"['isra', 'occup', 'forc', 'night', 'detain', 'palestinian', 'youth', 'particip', 'funer', 'east', 'jerusalem', 'alleg', 'palestinian', 'attack', 'accord', 'wadi', 'hilweh', 'inform', 'center', 'isra', 'forc', 'assault', 'particip', 'funer', 'noor', 'shuqeir', 'silwan', 'neighborhood', 'occupi', 'east', 'jerusalem', 'bodi', 'israel', 'agre', 'turn', 'famili', 'place', 'strict', 'condit', 'funer', 'forc', 'use', 'sound', 'bomb', 'youth', 'prevent', 'reach', 'cemeteri', 'shuqeir', 'buri', 'befor', 'detain', 'center', 'ad', 'soldier', 'set', 'barrier', 'road', 'lead', 'lion', 'gate', 'lead', 'cemeteri', 'prevent', 'peopl', 'access', 'area', 'isra', 'author', 'onli', 'allow', 'peopl', 'shuqeir', 'famili', 'attend', 'funer', 'confisc', 'phone', 'shuqeir', 'shot', 'dead', 'wednesday', 'checkpoint', 'east', 'jerusalem', 'soldier', 'claim', 'attempt', 'carri', 'car-ram', 'attack', 'famili', 'lawyer', 'true', 'sinc', 'israel', 'normal', 'releas', 'bodi', 'palestinian', 'kill', 'attack', 'k.t./m.k']",122181,1.0,
"Israeli military infiltrates Gaza’s border, razes farmlands""",11/30/20 09:19,https://english.wafa.ps/Pages/Details/122176,"
GAZA, Monday, November 30, 2020 (WAFA) – Israeli occupation forces infiltrated early this morning Gaza’s border to the east of al-Bureij refugee camp, in the central coastal enclave, and razed farmlands, according to WAFA correspondent.
He said that military vehicles and bulldozers advanced dozens of meters to the east of the camp, leveled borderline farmlands and erected earth mounds while intermittently opening fire at the site.
International agencies have denounced the almost daily Israeli infiltration into and the destruction of Gaza’s border farmland, often the main source of living for hundreds of families.
K.F./M.K.
 
",GAZA,91,53,"['isra', 'occup', 'forc', 'infiltr', 'earli', 'morn', 'gaza', 'border', 'east', 'al-bureij', 'refuge', 'camp', 'central', 'coastal', 'enclav', 'raze', 'farmland', 'accord', 'wafa', 'correspond', 'militari', 'vehicl', 'bulldoz', 'advanc', 'dozen', 'meter', 'east', 'camp', 'level', 'borderlin', 'farmland', 'erect', 'earth', 'mound', 'intermitt', 'open', 'site', 'intern', 'agenc', 'denounc', 'daili', 'isra', 'infiltr', 'destruct', 'gaza', 'border', 'farmland', 'main', 'sourc', 'live', 'hundr', 'famili', 'k.f./m.k']",122176,1.0,
"In a surprise move, Israel decides to turn over the body of an alleged Palestinian attacker to his family""",11/29/20 20:34,https://english.wafa.ps/Pages/Details/122168,"
JERUSALEM, Sunday, November 29, 2020 (WAFA) – In a surprise and unusual move, the Israeli occupation authorities agreed today to turn over the body of a Palestinian man it claimed its soldiers have killed after he attempted a car-ramming attack to his family for proper burial.
Mohammad Mahmoud, an attorney with the Prisoners Affairs Commission, said Israel has agreed to turn over the body of Noor Shuqeir, from Silwan neighborhood in occupied East Jerusalem, to his family after placing strict conditions for his funeral.
He said the body will be handed over tonight to his family at 10:00 in the evening local time at a police station in Jerusalem, to be taken immediately to Makassed Hospital and then to be buried in the family cemetery with the participation of only 30 people, of whom 20 will be allowed to reach the cemetery. The participants in the funeral will not be allowed to raise flags, banners or shout slogans during the funeral and the family was forced to post a $3000 fee to guarantee that it will abide by the police orders.
Shuqeir, 36, was shot dead on Wednesday at a checkpoint east of Jerusalem after soldiers claimed he attempted to carry out a car-ramming attack.
Mahmoud said the fact that the police has agreed to turn over Shuqeir's body to his family proves that he was killed without reason and that he did not attempt the car-ramming attack as claimed because normally Israel would withhold bodies of alleged Palestinian attackers for a long period of time and use them as a bargaining chip in any future prisoners exchange deal with Palestinian organizations.
T.R.
",JERUSALEM,268,134,"['surpris', 'unusu', 'isra', 'occup', 'author', 'agre', 'today', 'turn', 'bodi', 'palestinian', 'man', 'claim', 'soldier', 'kill', 'attempt', 'car-ram', 'attack', 'famili', 'proper', 'burial', 'mohammad', 'mahmoud', 'attorney', 'prison', 'affair', 'commiss', 'israel', 'agre', 'turn', 'bodi', 'noor', 'shuqeir', 'silwan', 'neighborhood', 'occupi', 'east', 'jerusalem', 'famili', 'place', 'strict', 'condit', 'funer', 'bodi', 'hand', 'tonight', 'famili', 'local', 'time', 'polic', 'station', 'jerusalem', 'taken', 'immedi', 'makass', 'hospit', 'buri', 'famili', 'cemeteri', 'particip', 'onli', 'peopl', 'allow', 'reach', 'cemeteri', 'particip', 'funer', 'allow', 'rais', 'flag', 'banner', 'shout', 'slogan', 'dure', 'funer', 'famili', 'forc', 'post', 'fee', 'guarante', 'abid', 'polic', 'order', 'shuqeir', 'shot', 'dead', 'wednesday', 'checkpoint', 'east', 'jerusalem', 'soldier', 'claim', 'attempt', 'carri', 'car-ram', 'attack', 'mahmoud', 'fact', 'polic', 'agre', 'turn', 'shuqeir', ""'s"", 'bodi', 'famili', 'prove', 'kill', 'reason', 'did', 'attempt', 'car-ram', 'attack', 'claim', 'becaus', 'normal', 'israel', 'withhold', 'bodi', 'alleg', 'palestinian', 'attack', 'long', 'period', 'time', 'use', 'bargain', 'chip', 'ani', 'futur', 'prison', 'exchang', 'deal', 'palestinian', 'organ', 't.r']",122168,1.0,
"Israeli municipality demolishes stairway leading to al-Aqsa Mosque  """,11/29/20 12:01,https://english.wafa.ps/Pages/Details/122162,"
JERUSALEM, Sunday, November 29, 2020 (WAFA) – The Israeli municipality of occupied Jerusalem demolished today a stairway leading to one of the gates of al-Aqsa Mosque compound in the city, local sources said.
Witnesses told WAFA that an Israeli bulldozer demolished the stairway leading to the Lions’ Gate under the pretext that it was used to transfer equipment to al-Yusifiya Islamic cemetery, which is close to the aforementioned gate.
In the meantime, surveyors of the Israeli municipality began to survey the cemetery's land and fixed signs there. The reason for demolishing the stairway or what happened in the area remains unknown.
Israeli authorities had announced earlier that they would place concrete pillars for a cable car project, which they intend to establish near Jerusalem’s Old City all the way to the Mount of Olives. The project overlooks the Al-Aqsa Mosque.
K.T/M.N
",JERUSALEM,136,77,"['isra', 'municip', 'occupi', 'jerusalem', 'demolish', 'today', 'stairway', 'lead', 'gate', 'al-aqsa', 'mosqu', 'compound', 'citi', 'local', 'sourc', 'wit', 'told', 'wafa', 'isra', 'bulldoz', 'demolish', 'stairway', 'lead', 'lion', 'gate', 'pretext', 'use', 'transfer', 'equip', 'al-yusifiya', 'islam', 'cemeteri', 'close', 'aforement', 'gate', 'meantim', 'surveyor', 'isra', 'municip', 'began', 'survey', 'cemeteri', ""'s"", 'land', 'fix', 'sign', 'reason', 'demolish', 'stairway', 'happen', 'area', 'remain', 'unknown', 'isra', 'author', 'announc', 'earlier', 'place', 'concret', 'pillar', 'cabl', 'car', 'project', 'intend', 'establish', 'near', 'jerusalem', 'old', 'citi', 'way', 'mount', 'oliv', 'project', 'overlook', 'al-aqsa', 'mosqu', 'k.t/m.n']",122162,1.0,
"Occupation forces injure a child near Ramallah""",11/28/20 22:09,https://english.wafa.ps/Pages/Details/122155,"
RAMALLAH, Saturday, November 28, 2020 (WAFA) – A Palestinian child was injured this night after being shot by Israeli occupation soldiers in the village of Silwad, to the northeast of Ramallah in the occupied West Bank, medical sources reported.
The child, 15-years-old, was standing in front of his family’s home in the village when the soldiers fired at him, despite that fact that no clashes were taking place at the time of the firing. He was moved to nearby Palestine Medical Complex in Ramallah for treatment.
There were no further details about the incident.
M.N
",RAMALLAH,92,38,"['palestinian', 'child', 'injur', 'night', 'shot', 'isra', 'occup', 'soldier', 'villag', 'silwad', 'northeast', 'ramallah', 'occupi', 'west', 'bank', 'medic', 'sourc', 'report', 'child', '-years-old', 'stand', 'famili', 'home', 'villag', 'soldier', 'despit', 'fact', 'clash', 'place', 'time', 'nearbi', 'palestin', 'medic', 'complex', 'ramallah', 'treatment', 'incid', 'm.n']",122155,1.0,
"Israeli convoy heads to Jerusalem to demand Netanyahu's resignation """,11/28/20 20:47,https://english.wafa.ps/Pages/Details/122154,"
TEL AVIV, Saturday, November 28, 2020 (WAFA) – An Israeli convoy of around 100 vehicles made its way to Jerusalem on Saturday afternoon demand the resignation of Israeli Prime Minister Benjamin Netanyahu over long-running corruption charges revolving around the so-called submarine affair.
The submarine affair revolves around allegations of a massive bribery scheme involving a multibillion-shekel government purchase of naval vessels from German shipbuilder Thyssenkrupp. 
According to Israeli media outlets, the convoys set off from the upscale town of Caesarea near Netanyahu’s private residence and Bilu junction near Rehovot, with vehicles bearing Israeli flags and makeshift submarine and F-35 models on top of the cars. Over 100 vehicles were taking part.
The protest convoy was led by the Black Flag movement, a group that has organized the weekly Saturday protests in front of the Israeli Prime Minister’s residence in Jerusalem and elsewhere in the country for the past six months.
Netanyahu has been facing long-running charges of fraud, breach of trust and accepting bribes. His trial is scheduled to enter its evidentiary phase in January.
Several of Netanyahu’s close aides as well as high-ranking military officials were already indicted for the submarine case, but not the premier himself.
For about six months, thousands of Israelis have taken the streets of central Jerusalem near Netanyahu’s residence, calling on him to step down. Protesters say Netanyahu should not remain in office when he is on trial for corruption charges and accuse him of mishandling the coronavirus crisis.
M.N
 
",TEL,239,134,"['isra', 'convoy', 'vehicl', 'way', 'jerusalem', 'saturday', 'afternoon', 'demand', 'resign', 'isra', 'prime', 'minist', 'benjamin', 'netanyahu', 'long-run', 'corrupt', 'charg', 'revolv', 'so-cal', 'submarin', 'affair', 'submarin', 'affair', 'revolv', 'alleg', 'massiv', 'briberi', 'scheme', 'involv', 'multibillion-shekel', 'govern', 'purchas', 'naval', 'vessel', 'german', 'shipbuild', 'thyssenkrupp', 'accord', 'isra', 'media', 'outlet', 'convoy', 'set', 'upscal', 'town', 'caesarea', 'near', 'netanyahu', 'privat', 'resid', 'bilu', 'junction', 'near', 'rehovot', 'vehicl', 'bear', 'isra', 'flag', 'makeshift', 'submarin', 'f-', 'model', 'car', 'vehicl', 'protest', 'convoy', 'led', 'black', 'flag', 'movement', 'group', 'organ', 'week', 'saturday', 'protest', 'isra', 'prime', 'minist', 'resid', 'jerusalem', 'elsewher', 'countri', 'past', 'month', 'netanyahu', 'face', 'long-run', 'charg', 'fraud', 'breach', 'trust', 'accept', 'bribe', 'trial', 'schedul', 'enter', 'evidentiari', 'phase', 'januari', 'sever', 'netanyahu', 'close', 'aid', 'high-rank', 'militari', 'offici', 'alreadi', 'indict', 'submarin', 'case', 'premier', 'month', 'thousand', 'isra', 'taken', 'street', 'central', 'jerusalem', 'near', 'netanyahu', 'resid', 'step', 'protest', 'netanyahu', 'remain', 'offic', 'trial', 'corrupt', 'charg', 'accus', 'mishandl', 'coronavirus', 'crisi', 'm.n']",122154,1.0,
"Israeli settlers uproot grape saplings near Ramallah""",11/27/20 17:11,https://english.wafa.ps/Pages/Details/122144,"
RAMALLAH, Friday, November 27, 2020 (WAFA) – Extremist Israeli settlers today uprooted about 400 grape saplings belonging to Palestinians in the village of Turmus-Ayya, to the north of Ramallah in the occupied West Bank, according to witnesses.
They said a group of hardcore Israeli settlers raided the outskirts of the village and uprooted 400 grape saplings in a new attack targeting the livelihood of the local Palestinian population. The attacking settlers also destroyed an irrigation network and cut off seven olive trees belonging to local Palestinian villagers.
Israeli settler violence against Palestinians and their property is commonplace in the West Bank and is rarely prosecuted by Israeli authorities. It includes arsons of property and mosques, stone-throwing, uprooting of crops and olive trees, attacks on vulnerable homes, among others.
Between 500,000 and 600,000 Israelis live in Jewish-only settlements across occupied East Jerusalem and the West Bank in violation of international law.
M.N
",RAMALLAH,147,85,"['extremist', 'isra', 'settler', 'today', 'uproot', 'grape', 'sapl', 'belong', 'palestinian', 'villag', 'turmus-ayya', 'north', 'ramallah', 'occupi', 'west', 'bank', 'accord', 'wit', 'group', 'hardcor', 'isra', 'settler', 'raid', 'outskirt', 'villag', 'uproot', 'grape', 'sapl', 'new', 'attack', 'target', 'livelihood', 'local', 'palestinian', 'popul', 'attack', 'settler', 'destroy', 'irrig', 'network', 'cut', 'seven', 'oliv', 'tree', 'belong', 'local', 'palestinian', 'villag', 'isra', 'settler', 'violenc', 'palestinian', 'properti', 'commonplac', 'west', 'bank', 'rare', 'prosecut', 'isra', 'author', 'includ', 'arson', 'properti', 'mosqu', 'stone-throw', 'uproot', 'crop', 'oliv', 'tree', 'attack', 'vulner', 'home', 'isra', 'live', 'jewish-on', 'settlement', 'occupi', 'east', 'jerusalem', 'west', 'bank', 'violat', 'intern', 'law', 'm.n']",122144,0.0,
