headline,date_time,link,full_text
"Palestinian injured by Israeli military gunfire near Ramallah""",24/February/2021 01:20 PM,https://english.wafa.ps/Pages/Details/123415,"
RAMALLAH, Wednesday, February 24, 2021 (WAFA) – Israeli forces today shot and injured a Palestinian in Abu Shukheidim village, northwest of Ramallah city, according to local sources.
Head of Kobar Village Council, Izzat Badwan, told WAFA that Israeli forces barged their way into al-Muruj area in the neighboring village of Kobar, where they have already served demolition orders against several shacks.
During the ensuing confrontations in Abu Shukheidim, the soldiers opened fire towards protestors, hitting one with a rubber-coated steel bullet.
Israeli forces frequently raid Palestinian houses almost on a daily basis across the West Bank on the pretext of searching for ""wanted"" Palestinians, triggering clashes with residents.
These raids, which take place also in areas under the full control of the Palestinian Authority, are conducted with no need for a search warrant, whenever and wherever the military chooses in keeping with its sweeping arbitrary powers.
Under Israeli military law army commanders have full executive, legislative and judicial authority over 3 million Palestinians living in the West Bank. Palestinians have no say in how this authority is exercised.
K.F. 
"
"Israeli settlers stone Palestinian vehicles near Nablus""",24/February/2021 12:30 PM,https://english.wafa.ps/Pages/Details/123413,"
NABLUS, Wednesday, February 24, 2021 (WAFA) – Israeli settlers today stoned Palestinian vehicles on the road connecting the West Bank cities of Nablus and Qalqiliya, according to sources.
Ghassan Daghlas, a local official who monitors Israeli colonial settlement activity in the northern West Bank, told WAFA that a group of settlers hurled stones at vehicles with Palestinian registration plates near the entrance of the illegal settlement of Yitzhar, causing damages to some.
He added that the soldiers closed off some roads leading to Nablus and deployed in areas near the town of Huwara.
Settler violence against Palestinians and their property is routine in the West Bank and is rarely prosecuted by Israeli authorities.
Settlers‘ violence includes property and mosque arsons, stone-throwing, uprooting of crops and olive trees, attacks on vulnerable homes, among others.
There are over 700,000 Israeli settlers living in colonial settlements in the West Bank and East Jerusalem.
K.T./ K.F. 
"
"Israeli navy attack Palestinian boats off Gaza shore""",24/February/2021 09:36 AM,https://english.wafa.ps/Pages/Details/123411,"
GAZA, Wednesday, February 24, 2021 (WAFA) – Israeli navy Wednesday morning attacked Palestinian fishing boats sailing offshore the city of Gaza, WAFA correspondent reported.
He said that the Israeli navy opened fire and water hoses at Palestinian fishing boats sailing within six nautical miles offshore Gaza city, causing damages to the boats. 
The fishermen had to leave the water and abruptly end their fishing mission, which is their sole source of livelihood. 
Meanwhile, Israeli forces manning Gaza’s frontier opened fire at Palestinian farmers and shepherds who were tending their groves and flocks to the east of Khan Younes city, in the southern coastal enclave, forcing them to leave.
No casualties were reported though.
Fourteen years following the Israeli “disengagement” from Gaza, Israel has not actually disengaged from Gaza; it still maintains control of its land borders, access to the sea and airspace.
Two million Palestinians live the Gaza Strip, which has been subjected to a punishing and crippling Israeli blockade for 12 years and repeated onslaughts that have heavily damaged much of the enclave’s infrastructure.
Gaza’s 2-million population remains under “remote control” occupation and a strict siege, which has destroyed the local economy, strangled Palestinian livelihoods, plunged them into unprecedented rates of unemployment and poverty, and cut off from the rest of the occupied Palestinian territories and the wider world.
Gaza remains occupied territory, having no control over its borders, territorial waters or airspace. Meanwhile, Israel upholds very few of its responsibilities as the occupying power, failing to provide for the basic needs of Palestinian civilians living in the territory.
Every two in three Palestinians in Gaza is a refugee from lands inside what is now Israel. That government forbids them from exercising their right to return as enshrined in international law because they are not Jews.
K.T./ K.F.
"
"Israel levels land east of Jerusalem to expand illegal settlement""",23/February/2021 05:00 PM,https://english.wafa.ps/Pages/Details/123407,"
JERUSALEM, Tuesday, February 23, 2021 (WAFA) - The Israeli occupation authorities today leveled a large area of land in the Palestinian town of Abu Dis, southeast of occupied Jerusalem, in an effort to expand an illegal settlement, according to Bassam Bahar, head of the Committee for the Defense of Abu Dis Lands.
He told WAFA that the land, estimated at 1500 dunums (1.5 square kilometers), is located near the illegal Kedar settlement, built on land belonging to residents of Abu Dis.
He said that the occupation authorities prevent the landowners from working in it or reclaiming it since it falls within the Israeli settlement plan known as E1.
Israeli Prime Minister Benjamin Netanyahu recently gave the green light to start implementing this dangerous settlement project, strongly opposed by the international community because it would divide the West Bank in half.
T.R./M.K.
"
"Israel exiles Palestinian youth from his hometown in Jerusalem""",22/February/2021 05:53 PM,https://english.wafa.ps/Pages/Details/123397,"
JERUSALEM, Monday, February 22, 2021 (WAFA) – Israeli occupation authorities banned a Palestinian youth from entering his hometown in at-Tur in occupied Jerusalem for a period of two weeks, according to local sources.
Sources told WAFA Daniel Abu Nasra, 20, was summoned for interrogation by Israeli intelligence at al-Maskobiya detention center west of the city of Jerusalem and handed him a notice ordering his exile from his hometown in at-Tur for a period of 14 days. He was also placed under house arrest for two days.
T.R.
"
"Israeli occupation forces remove 12 residential tents, water tanks, animal shelters in Humsa al-Bqaia community""",22/February/2021 03:28 PM,https://english.wafa.ps/Pages/Details/123395,"
JORDAN VALLEY, Monday, February 22, 2021 (WAFA) – Israeli occupation forces who raided this morning Humsa al-Bqaia Bedouin community in the northern Jordan Valley removed 12 residential tents recently placed to shelter the dozens of residents displaced in the Israeli demolition of their homes, along with tents for livestock and water tanks, according to a local official.
Mutaz Bisharat, an official with the Tubas Governorate, said the soldiers raided the community this morning and removed the tents placed there with assistance from international donors to shelter the residents who were left homeless following the recent Israeli demolitions.
He said the forces seized as well four water tankers and four water tanks.
The army demolished Humsa al-Bqaia community four times this month under the pretext that the area is designated for army training and displaced its community with a plan to relocate them to another area.
Palestinians say the army training is only an excuse to remove the Palestinians in that area in order to develop it for Israel’s illegal settlement activity.
M.K.
 
"
"Jerusalem homeowner accuses Israel of demolishing his house in reprisal for working as guard at Al-Aqsa Mosque""",22/February/2021 02:36 PM,https://english.wafa.ps/Pages/Details/123394,"
JERUSALEM, Monday, February 22, 2021 (WAFA) – Fadi Ilayyan, whose two-story family building was demolished this morning in Isawiyya neighborhood of occupied East Jerusalem, accused the Israeli authorities of demolishing it for political reasons because he works as a guard at Al-Aqsa Mosque compound in Jerusalem.
Israeli forces today sealed off the area where the two-story, four-apartment building that houses four members of the Ilayyan family, and proceeded to demolish it leaving Fadi, his father and two siblings and their families of 17 persons, including 10 children, homeless.
While Israel claimed the demolition took place for lack of a building permit, Ilayyan said the location of the building was within a zoned area of the neighborhood where construction is allowed.
He said that Israeli police had detained him several times in the past during his work as a guard and banned him from entering Al-Aqsa Mosque compound where he works because he would stand up to attempts by Jewish fanatics to violate the visitation rules for non-Muslims at the holy compound, Islam’s third holiest site.
He said he was threatened several times by the police that they would demolish his house if he keeps working as a guard at the Mosque.
The house was built 10 years ago and during this time the West Jerusalem municipality and its mayor had promised the Ilayyan family members that they would eventually get a permit for the house when its papers are completed.
However, the family was surprised when it was informed yesterday by the Israeli security and not the municipality that its building and homes would be demolished on the next day despite the promise to get a permit, prompting Ilayyan to say the demolition was politically motivated, and not for construction without a permit.
M.K.
 
"
"Two shops in an East Jerusalem neighborhood and built 50 years ago demolished by Israel without prior notice, says owner""",22/February/2021 02:10 PM,https://english.wafa.ps/Pages/Details/123393,"
JERUSALEM, Monday, February 22, 2021 (WAFA) – Israeli bulldozers today demolished two shops in Sur Baher, a Palestinian neighborhood south of occupied East Jerusalem, without prior notice, according to Mohammad Tarshan, owner of the shops.
He told WAFA that the Israeli municipality of West Jerusalem demolished his two 60-square-meter shops, built more than 50 years ago, without informing him of the demolition decision.
The municipality last October demolished a second floor Tarshan had built on top of the shops under the pretext it was built without a permit.
Palestinians in occupied Jerusalem say they are forced to build without permit because the Israeli municipality rarely issues permits to the city’s Palestinian citizens as a way to reduce their number by forcing them to leave it and find accommodation and work elsewhere.
K.T./M.K.
 
"
"Israeli occupation authorities demolish house, agricultural sheds in the south of West Bank""",22/February/2021 01:53 PM,https://english.wafa.ps/Pages/Details/123392,"
BETHLEHEM, Monday, February 22, 2021 (WAFA) – Israeli occupation authorities today demolished a house that was still in the construction stage and two agricultural sheds in the south of the occupied West Bank, according to local sources.
Tayseer Abu Miqreh, mayor of Taqou town, southeast of Bethlehem, told WAFA that Israeli forces raided the northern area of the town and demolished a 160-square-meter house that was still in the construction phase and owned by a local resident under the pretext it was being built without a permit.
In the town of al-Khader, south of Bethlehem, Israeli forces demolished two agricultural sheds in the southern section of the town and owned by two local residents under the pretext that they were built without a permit, Ahmad Salah, an activist, told WAFA.
K.T./M.K.
 
"
"Israeli navy opens fire at Palestinian fishing boat off Gaza shore, forces fishermen to leave the sea""",22/February/2021 12:17 PM,https://english.wafa.ps/Pages/Details/123389,"
GAZA, Monday, February 22, 2021 (WAFA) – An Israeli navy boat today fired two shells at a Palestinian fishing boat as it was sailing six nautical miles off the Gaza shore, reported WAFA correspondent.
He said that the fishermen, who were not hurt, returned to shore in fear of getting shot.
A large number of Gazans rely on fishing for daily living in light of the tight 14-year-long blockade imposed by Israel on the Gaza Strip.
K.T./M.K.
 
"
"University lecturer among 20 Palestinians detained by Israel in the occupied territories""",22/February/2021 11:11 AM,https://english.wafa.ps/Pages/Details/123387,"
RAMALLAH, Monday, February 22, 2021 (WAFA) – Israeli occupation forces today detained at least 20 Palestinians, including a university lecturer, from various parts of the occupied territories, according to the Palestinian Prisoner Society (PPS).
In the northern West Bank, PPS said an Israeli military raid in the Nablus city neighborhood of Rafidya resulted in the detention of two Palestinians, including Mustafa Shunnar, a lecturer at al-Najah University.
It also confirmed a similar raid in Salem village, east of the city, resulting in the detention of another.
Meanwhile, the director of the PPS office in Jenin, Muntaser Samour, said that an Israeli military force detained three young men and searched their families’ houses in Qabatiya town, south of Jenin city.
In Jenin refugee camp, the soldiers detained another after breaking into and searching his house.
In the Jerusalem district, the PPS said Israeli forces detained two Palestinians after storming their families’ houses in ‘Anata town, northeast of Jerusalem city.
They also rounded up another after ransacking his parents’ house in Hizma town, north of the city.
The Israeli military also stormed Qalandia refugee camp, north of Jerusalem, where they detained two others.
During the ensuing confrontations in the camp, the soldiers opened fire towards protestors, causing a number to suffer the effects of tear gas inhalation.
On Sunday evening, Israeli occupation forces detained Jamal Amr, 65, a researcher in Jerusalem affairs from East Jerusalem, and released him the next morning after ordering him to stay away from Al-Aqsa Mosque for 10 days.
In Bethlehem district in the south of the West Bank, the soldiers searched a number of houses and rounded up four Palestinians, including a 17-year-old teenager and two brothers, in Dheisheh refugee camp, south of the city.
They also raided Doha town, southwest of the city, where they rounded up another.
PPS also said that Israeli troops detained at least three others from Jericho and Hebron districts.
K.F./M.K.
 
"
"Palestinian farmers near the southern Gaza border leave their fields after Israeli occupation forces open fire at them""",22/February/2021 10:57 AM,https://english.wafa.ps/Pages/Details/123386,"
KHAN YOUNIS, Monday, February 22, 2021 (WAFA) – Israeli occupation forces today opened fire at Palestinian farmers to the east of the city of Khan Younis in the south of the besieged Gaza Strip forcing the farmers to leave their lands, reported WAFA correspondent.
He said that the Israeli forces stationed at the border fence east of the city targeted farmers and their lands with bullets and sound bombs, forcing them to leave the area in fear of getting shot.
Israeli soldiers deliberately target farmers on border areas to the north and east of the Gaza Strip and prevent them from accessing their lands.
K.T./M.K.
 
"
"Four Palestinian families displaced in occupied East Jerusalem following Israeli demolition of their homes""",22/February/2021 10:00 AM,https://english.wafa.ps/Pages/Details/123384,"
JERUSALEM, Monday, February 22, 2021 (WAFA) – The Israeli occupation authorities today demolished a two-story, four-apartment residential building in the East Jerusalem neighborhood of Isawiyya displacing, as a result, four families, including 12 children, according to local sources.
A reinforced Israeli force was deployed in the vicinity of the building, owned by the Ilayyan family, before a bulldozer tore it down, reducing it to rubble, purportedly for being constructed without a license.
Fadi Ilayyan told WAFA that the Israeli municipality of West Jerusalem informed him yesterday that it is going to demolish the four-apartment building constructed 10 years ago and occupied by his family, along with his father and two brothers, Murad and Amjad, displacing 17 members of the Ilayyan family, including 10 children.
He added that the Israeli occupation authorities pressed ahead with the demolition to punish him for his work as a guard at Al-Aqsa Mosque in Jerusalem although the building was located within the master plan of the built-up area of Isawiyya.
On August 8, an Israeli court rejected an appeal to freeze the demolition order against the building, effectively banning the Ilayyan family from completing the procedures to obtain the necessary license.
Using the pretext of illegal building, Israel demolishes houses on a regular basis to restrict Palestinian expansion in occupied Jerusalem.
At the same time, the municipality and government build tens of thousands of housing units in illegal settlements in East Jerusalem for Jews with a goal to offset the demographic balance in favor of the Jewish settlers in the occupied city.
K.F./M.K.
 
"
"News Alert: Israeli occupation forces raid Humsa al-Bqaia community for fourth time""",22/February/2021 09:29 AM,https://english.wafa.ps/Pages/Details/123383,"
JORDAN VALLEY, Monday, February 22, 2021 (WAFA) – Reinforced Israeli forces raided this morning Humsa al-Bqaia Bedouin community in the northern Jordan Valley apparently to remove the tents recently placed to shelter the dozens of residents displaced in the Israeli demolition of their homes, according to a local official.
Mutaz Bisharat, an official with the Tubas Governorate, said the soldiers raided the community hours after taking pictures of the tents placed there with assistance from international donors to shelter the residents who were left homeless following the recent Israeli demolitions.
The army demolished Humsa al-Bqaia community four times this month under the pretext that the area is designated for army training and displaced its community with a plan to relocate them to another area.
Palestinians say the army training is only an excuse to remove the Palestinians in that area in order to develop it for Israel’s illegal settlement activity.
M.K.
 
"
"Israeli forces detain two brothers, ages 6 and 8, northeast of Jerusalem""",21/February/2021 07:22 PM,https://english.wafa.ps/Pages/Details/123378,"
JERUSALEM, Sunday, February 21, 2021 (WAFA) – Israeli forces detained today evening two Palestinian minor brother, ages six and eight, in the town of Hizma, northeast of occupied Jerusalem, according to Hizma media center.
Israeli forces detained two brothers who were identified as Aws, 8, and Mohammed, 6, Ghazi Najeeb, while they were present near their home in the town of Hizma.
Israel has the dubious distinction of being the only country in the world that automatically and systematically detains and prosecutes children in military courts that lack fundamental fair trial rights and protections. Israel detains and prosecutes between 500 and 700 Palestinian children in military courts each year. Nearly three out of four Palestinian children detained by Israeli forces experiences some form of physical violence, according to documentation collected by Defense for Children International Palestine (DCI-Palestine).
Defense for Children International - Palestine has called on Israeli authorities to take immediate action to release all Palestinian child detainees in Israeli prisons due to the rapid global spread of the COVID-19 virus.
 “Israeli authorities must take immediate action to release all Palestinian child detainees in Israeli prisons and detention centers due to the increasing vulnerability created due to the rapid global spread of the COVID-19 virus and to safeguard their right to life, survival, development, and health in accordance with international law,” said DCI-Palestine.
While international law demands that children only be detained as a measure of last resort, custodial pre-trial detention is the norm for Palestinian children detained by Israeli forces from the occupied West Bank.
T.R.
"
"Israel issues demolition notice against an apartment building near Jerusalem""",21/February/2021 04:38 PM,https://english.wafa.ps/Pages/Details/123377,"
 
JERUSALEM, Sunday, February 21, 2021 (WAFA) – Israeli authorities issued today a demolition notice against a two-story apartment building belonging o a Palestinian family near the al-Issawiya neighborhood in the occupied city of Jerusalem, according to one of the owners.
Fadi Elayyan, one of al-Aqsa mosque guards and one of the owners, told WAFA that the Israeli West Jerusalem municipality informed him of its intention to demolish his family's 370-square-meter apartment building tomorrow. The building was built 10 years ago and consists of four residential apartments.
It is inhabited by 17 people, including 12 children, and belongs to Elyyan, his two brothers, and their father.
He added that although the building falls within the outline plan in which construction is permitted in al-Issawiya, the Israeli authorities seek to demolish it as a means to clamp down on him and prevent him from working in Al-Aqsa mosque.
Last year, an Israeli court rejected an appeal to freeze the decision to demolish the building, after it suspended any possibility to continue licensing procedures by the family.
It is noteworthy that Elayyan was arrested several times and banned from entering the mosque, under the pretext of disrupting settlers' incursions and protesting against the Israeli soldiers' desecration of the prayer halls.
K.T./T.R.
"
"Israeli settlers chop down dozens of olive trees near Bethlehem""",21/February/2021 03:52 PM,https://english.wafa.ps/Pages/Details/123376,"
BETHLEHEM, Sunday, February 21, 2021 (WAFA) – Israeli settlers cut down today dozens of olive trees belonging to a Palestinian resident in the village of al-Walaja, northwest of the occupied West Bank city of Bethlehem, according to sources.
Ibrahim Awad, an activist, told WAFA that local resident Fawzi Khalifa was surprised to find out that settlers have used an electric saw to chop down around 70 olive trees that are over ten years of age.
He said the village has recently been subjected to several Israeli violations, including demolition and stop construction notices, razing of lands, and uprooting of trees.
K.T./T.R.
"
"Israeli gunboat infiltrates Lebanese territorial waters""",21/February/2021 08:31 AM,https://english.wafa.ps/Pages/Details/123369,"
BEIRUT, Sunday, February 21, 2021 (WAFA) – An Israeli military gunboat last night infiltrated the territorial waters of Lebanon off the borderline village of Naqoura, according to a Lebanese military statement published by the state-run National News Agency.
The statement said the Israeli warship fired a flare over the area before returning to the Israeli shores.
The leadership of the Lebanese Armed Forces pointed out in that it will follow up the incident with the United Nations Interim Force in Lebanon (UNIFIL).
M.N
"
"Israeli forces attack elderly man, detain son near Jericho """,20/February/2021 07:45 PM,https://english.wafa.ps/Pages/Details/123364,"
JERICHO, Saturday, February 20, 2021 (WAFA) – Israeli occupation forces attacked today evening an elderly Palestinian and detained his son near the village of An-Nuweima, to the north of the West Bank city of Jericho, after attempting to prevent the former from seizing their privately-owned agricultural tractor, according to local sources.
Sources told WAFA Israeli soldiers beat up and shoved 65-year-old Hussain Al-Zayyed, causing him injuries that necessitated his transfer to hospital for treatment. Forces also detained his son, Tawfiq, 35.
To be noted, Palestinian residents in An-Nuweima village are subjected to all sorts of violations and harassment by Israeli forces as a means to push them out of their land in order to take it over.
Israel attempts to reduce Palestinian activity and presence in the Jordan Valley, which makes almost a third of the area of the occupied West Bank.
T.R.
"
"Palestinian-owned sewage tanker comes under Israeli army gunfire near the border in the south of the Gaza Strip""",20/February/2021 11:04 AM,https://english.wafa.ps/Pages/Details/123357,"
KHAN YOUNIS, Saturday, February 20, 2021 (WAFA) – Israeli occupation soldiers stationed near the borders of the southern Gaza Strip today opened fire at a sewage tanker driving near the borders east of Khan Younis, reported WAFA correspondent.
He said, according to witnesses, the soldiers also opened fire at the fields in the same area without causing any injury.
The Israeli army regularly shoots at whatever is moving near its borders with the Gaza Strip and does not allow Palestinians anywhere close to 300 meters from the border fence.
Army tanks and bulldozers also regularly infiltrate the Gaza border and level agricultural land nearby.
M.K.
 
"
"Israeli settlers attack, rob, and attempt to abduct a Palestinian man in south of the West Bank""",20/February/2021 10:15 AM,https://english.wafa.ps/Pages/Details/123355,"
BETHLEHEM, Saturday, February 20, 2021 (WAFA) – A group of Israeli settlers last night attacked a Palestinian resident of Housan village, west of the southern West Bank city of Bethlehem, and stole his money, according to the head of Housan village council, Mohammad Sabatin.
He told WAFA that three settlers attacked Nader Sabatin, 55, when he was at the entrance of the village, stole 25,000 Israeli shekels ($7600) he had with him, and attempted to tie him up and abduct him.
He said the settlers ran away when village residents who were in the same area rushed to help Sabatin.
M.K.
 
"
"Occupation forces attack weekly Kafr Qaddum protest """,19/February/2021 03:41 PM,https://english.wafa.ps/Pages/Details/123349,"
QALQILIA, Friday, February 19, 2021 (WAFA) – At least one Palestinian was injured today as Israeli occupation forces attacked dozens of activists holding a weekly protest against colonial Israeli settlement construction in the village of Kafr Qaddum, near the city of Qalqilia in the occupied West Bank, according to witnesses.
Morad Shtewi, coordinator of the popular resistance in the village, said Israeli soldiers fired rubber-coated rounds, sponge grenades and teargas at the protesters, injuring one of them with a sponge grenade and causing many cases of suffocation from gas inhalation.
Shtewi said two of the wounded were moved to a nearby hospital for medical treatment after being injured in the head and back respectively.
The injured were treated at the scene by local medics.
For years, the village of Kafr Qaddum has been at the heart of a national campaign protesting against the Israeli colonial settlement activities in the occupied West Bank. Almost every day, clashes erupt between Palestinian protesters and Israeli occupation forces in the village.
M.N
"
"One injured from military gunfire as Israeli forces suppress rally east of Nablus""",19/February/2021 02:33 PM,https://english.wafa.ps/Pages/Details/123348,"
RAMALLAH, Friday, February 19, 2021 (WAFA) – A Palestinian was injured from military gunfire as Israeli forces today afternoon suppressed an anti-settlement rally in Beit Dajan village, east of Nablus city, according to WAFA correspondent. 
She said that a large Israeli military force violently dispersed hundreds of participants in the peaceful rally called for to defend Palestinian-owned land threatened with confiscation, east of the village, to make room for the construction of a new Israeli colonial settlement outpost.
Soldiers opened fire toward the participants, hitting one with a rubber-coated steel bullet in the foot.
Beit Dajan has become a scene for weekly protests against the Israeli authorities move to construct new colonial settlements and expand existing ones at the expense of Palestinian territory.
Located 12 kilometers to the east of Nablus city, Beit Dajan has a population of some 4,700 and occupies a total area of 44,100 dunams, including 360 donums of built-up area for the villagers. A large part of the village lands were seized for the construction of Al-Hamra and Mekhora (Mehola) colonial settlements, east and southeast of the village, in 1971 and 1973.
The village depends on grains plantation and fruitful trees, such as olive, figs and almonds.
K.F. 
"
"Israel floods Gaza farmland with rainwater, damages crops""",19/February/2021 02:02 PM,https://english.wafa.ps/Pages/Details/123346,"
GAZA, Friday, February 19, 2021 (WAF) – Israeli forces today flooded large swaths of farmland in the besieged Gaza Strip with rainwater for the second consecutive day, damaging crops, according to WAFA correspondent.
He said that Israeli forces deliberately opened the gates of the rainwater basins east of Gaza city and Beit Hanoun town, flooding hundreds of donums of farmland and causing substantial material losses to the impoverished farmers. 
Israel builds a number of reservoirs to stop rainwater from running through the Gaza valleys in winter. These prevent Palestinians in the enclave from storing rainwater to irrigate their crops and to fill underground wells.
K.F. 
"
"Occupation army round up four Palestinians in Hebron""",18/February/2021 07:29 PM,https://english.wafa.ps/Pages/Details/123341,"
RAMALLAH, Thursday, February 18, 2021 (WAFA) – Israeli occupation army detained four Palestinian teenagers today while they playing with snow in the city of Hebron, south of the occupied West Bank, according to local sources.
The four teenagers, who range in age between 18 and 21 years old, were playing with snow in the old city neighborhood of Hebron when they were stopped by the Israeli occupation army and arbitrarily taken into custody without any reason.
In the meantime, a 60-year-old Palestinian man from the village of Umm al-Kheir, south of Hebron, sustained bruises as his car collided into a wall in the village when an Israeli settler drove against his vehicle causing it to lose its path. The man was identified as Ibrahim Eid Al-Faqir.
Attacks by Israeli settlers against Palestinians in the village are a daily occurrence, and frequently occur in the presence of the Israeli occupation military who provide the settlers with protection. 
M.N
"
"Settlers set a lorry on fire near Ramallah""",18/February/2021 06:46 PM,https://english.wafa.ps/Pages/Details/123340,"
RAMALLAH, Thursday, February 18, 2021 (WAFA) – Extremist Israeli settlers today set on fire a lorry belonging to a Palestinian citizen after they sneaked into the village of Kafr Malik, to the east of Ramallah in the occupied West Bank, according to the vehicle's owner.
Iyad Abu Sheikha, the owner, who comes from the nearby village of Al-Mazra'a ash-Sharqiya, told WAFA in a phone call that settlers, who were riding a motorbike, sneaked into his own stone-cutting factory in Kafr Malek and set the lorry on fire, before they fled the scene.
He said the value of the lorry burnt is estimated at $36,000, adding that settler organizations have been sending out threats to him to pressure him to evacuate the factory, which is built on a private-own Palestinian land.
Violence and vandalism by Israeli settlers are commonplace in the occupied West Bank, and are never prosecuted by the occupation authorities.
Attacks by settlers against Palestinians particularly intensified during the last few months, with Israeli occupation army turning a blind eye to the violence spree and providing the settlers with protection.
M.N
"
"Jordan Valley villagers demonstrate against blackout caused by Israel """,18/February/2021 05:01 PM,https://english.wafa.ps/Pages/Details/123339,"
JERICHO, Thursday, February 18, 2021 (WAFA) – Dozens of Palestinians from the village of Al-Jiftlik, north of the occupied West Bank city of Jericho in the Jordan Valley region, today organized a sit-in to protest the Israeli authorities' cutting off electricity in the area for the third day in a row.
In a tent set near Road 90 near the village, the protesters raised Palestinian flags and demanded that electricity be reconnected to their village.
The head of Al-Jiftlik village Council, Ahmad Abu Ghanem, told WAFA that most of the village residents work in agriculture and livestock, and depend mainly on electricity for their livelihoods.
According to Ghanem, the area suffers from deliberate frequent blackouts by the Israeli authorities, which have so far caused significant financial losses to local farmers.
Over the years, Israeli occupation authorities have been trying to empty the Jordan Valley, a fertile strip of land which makes up one third of the area of the West Bank, of its indigenous Palestinian communities to make way for a de facto annexation of the area to Israel's sovereignty. 
K.T/M.N
"
"Occupation forces injure three Palestinians in al-Isawiya""",18/February/2021 04:21 PM,https://english.wafa.ps/Pages/Details/123338,"
JERUSALEM, Thursday, February 18, 2021 (WAFA) – At least three Palestinians were injured by rubber-coated rounds today fired at them by Israeli occupation forces, during a crackdown on the neighborhood of al-Isawiya in occupied Jerusalem, according to local sources.
Israeli police officers reportedly fired rubber-coated rounds and teargas canisters at a group of young men who were playing with snow, injuring three of them and causing many cases of suffocation from gas inhalation.
The Palestinian Red Crescent (PRC) said an ambulance of its own sustained minor damages after being targeted by the Israeli police.
At least two Palestinians were detained by the occupying forces during the raid on al-Isawiya.
For almost three years now, al-Isawiya has been a frequent target of daily Israeli police assaults. Dozens of heavily armed forces from the Border Guards Police and Riot Police units have used to storm the occupied Jerusalem neighborhood almost every day, raiding and searching homes and arresting dozens of civilians under the pretext of security.
M.N
"
"Israeli police detain three Palestinians from Jerusalem""",18/February/2021 03:06 PM,https://english.wafa.ps/Pages/Details/123337,"
JERUSALEM, Thursday, February 18, 2021 (WAFA) – Israeli police today detained three Palestinians from the occupied city of Jerusalem, according to witnesses and local sources.
They confirmed that police stormed the courtyard of the Dome of the Rock inside Al-Aqsa Mosque compound, chasing and opening fire towards youths who were having fun with the snow and detained one who purportedly hurled snowballs toward police officers and Israeli settlers.
Police also detained two others overnight after stopping them in the Jerusalem neighborhood of Shufat.
K.F./M.K.
"
"Israeli military breaches Gaza border, razes lands, and floods farmland with rainwater""",18/February/2021 12:08 PM,https://english.wafa.ps/Pages/Details/123334,"
GAZA, Thursday, February 18, 2021 (WAFA) – The Israeli military today breached Gaza’s borders east of Deir al-Balah city in the central Gaza Strip, and razed farmlands. At the same time, Israel flooded farmlands east of Gaza City after it emptied basins collecting rainwater, reported WAFA correspondent.
He said that four Israeli military bulldozers advanced several dozens of meters to the east of Wadi al-Salaqa town, south of Deir al-Balah, and leveled large tracts of farmland.
Israel often infiltrates Gaza borders and levels lands reaching some 300 meters inside the Gaza Strip while shooting at Palestinian farmers who attempt to reach their lands in what Israel has declared as a buffer zone.
Meanwhile, farmers east of al-Zaytoun and al-Shajayeh neighborhoods of Gaza City said the Israelis opened basins collecting rainwater flooding as a result over 500 dunums of their lands.
They said serious damage was caused to their crops after their lands were flooded.
Palestinians complained that Israel every year opens the basins during winter to empty them and allows the water to flood and destroy Palestinian land in the Gaza Strip.
K.F./M.K.
"
"Israel's confiscation of tents, bad weather, pandemic compounded vulnerability of Humsa al-Bqaia community - UN""",17/February/2021 06:01 PM,https://english.wafa.ps/Pages/Details/123329,"
JERUSALEM, Wednesday, February 17, 2021 (WAFA) - Yesterday, the Israeli Civil Administration (ICA), an arm of the military government, confiscated five donor-funded livelihood tents assembled to provide shelter to the Bedouin community of Humsa al-Bqaia, in the northern Jordan Valley, and their livestock. This, along with bad weather and the corona pandemic, has compounded the Palestinian community's vulnerability, said the United Nations Office for the Coordination of Humanitarian Affairs (OCHA) in the occupied Palestinian territory.
Over the first weeks of February, the community has had 62 structures demolished in three incidents, leaving 60 people, including 35 children, displaced and placing them now at imminent risk of forcible transfer.
The community’s vulnerability is compounded by expected severe winter conditions and by the ongoing COVID-19 pandemic, said OCHA in an update report on the afflicted Palestinian community.
Humsa al-Bqaia’s main needs are for protection, adequate shelter and shelter for their livestock, it said. Due to the heavy military presence and fear of further confiscation/ interception of aid, other partners have also chosen to deliver assistance in nearby communities, which Humsa al-Bqaia community members can access.
In the occupied territories, and since the start of 2021, the Israeli authorities have demolished, seized or forced people to demolish at least 197 Palestinian- owned structures, including 77 donor-funded, displacing over 280 people, including some 150 children. This represents an over 200 percent increase in structures targeted, and an over 500 percent increase in donor-funded structures targeted, compared to the equivalent period in 2020, said OCHA.
The UN organization said that its humanitarian field team is continuing to assess the needs of the community. However, it added, to prevent further confiscations and place the community at greater risk, the support of the broader international community is critical to ensure the Israeli authorities guarantee humanitarian access to provide assistance to people in need.
M.K.
"
